method,nominal_coverage,dimension,slice_name,sample_count,empirical_coverage,coverage_error,mean_width_ugm3,median_width_ugm3,winkler_interval_score
conditional_seasonal_residual,0.95,Pollution_Regime,Low,245,0.9836734693877551,0.03367346938775517,51.84808764519197,50.667548185204765,62.640377691057864
conditional_seasonal_residual,0.95,Pollution_Regime,Moderate,330,0.9424242424242424,-0.007575757575757569,61.46204338285331,62.00218051990767,77.63556596693665
conditional_seasonal_residual,0.95,Pollution_Regime,High,330,0.9212121212121213,-0.028787878787878696,103.41692826992785,114.5782837824625,125.85182719991298
conditional_seasonal_residual,0.95,Pollution_Regime,Extreme,191,0.9738219895287958,0.023821989528795884,118.1280458202459,117.8438195384037,123.51586071537582
conditional_seasonal_residual,0.95,Extreme_Subset,Extreme_Episodes_ge_150,398,0.9673366834170855,0.017336683417085497,117.89811139522887,117.8438195384037,130.22603481969773
conditional_regime_residual,0.8,Global,Overall_All_Folds,1096,0.7983576642335767,-0.001642335766423364,51.77583632406162,46.761472709276475,70.87064890401457
conditional_regime_residual,0.8,Year,2022,365,0.7917808219178082,-0.008219178082191858,52.24913916930296,46.761472709276475,74.98533485870304
conditional_regime_residual,0.8,Year,2023,365,0.8246575342465754,0.024657534246575352,53.43317081863286,46.761472709276475,67.47006419993203
conditional_regime_residual,0.8,Year,2024,366,0.7786885245901639,-0.021311475409836134,49.65102039774582,45.45112464616598,70.1584987497218
conditional_regime_residual,0.8,Season,Winter,271,0.7896678966789668,-0.010332103321033292,68.13934740185918,57.737282625507305,93.89035566525887
conditional_regime_residual,0.8,Season,Summer,276,0.855072463768116,0.05507246376811592,48.31246504332353,46.761472709276475,57.45068281993884
conditional_regime_residual,0.8,Season,Monsoon,366,0.76775956284153,-0.032240437158470026,35.705589582948214,29.828568277829135,46.92456378078388
conditional_regime_residual,0.8,Season,Post-Monsoon,183,0.7868852459016393,-0.013114754098360715,64.90747172651015,57.73728262550728,104.91347547237596
conditional_regime_residual,0.8,Pollution_Regime,Low,245,0.763265306122449,-0.03673469387755102,29.612420315821353,29.828568277829135,41.37391496440207
conditional_regime_residual,0.8,Pollution_Regime,Moderate,330,0.8090909090909091,0.009090909090909038,46.316748518160175,46.761472709276475,59.060317154990635
conditional_regime_residual,0.8,Pollution_Regime,High,330,0.7818181818181819,-0.018181818181818188,55.903139968253065,54.948033423231266,89.00154772887294
conditional_regime_residual,0.8,Pollution_Regime,Extreme,191,0.8534031413612565,0.053403141361256456,82.50633734701017,88.27811942419186,97.78642209867272
conditional_regime_residual,0.8,Extreme_Subset,Extreme_Episodes_ge_150,398,0.8040201005025126,0.004020100502512558,68.67082925942063,57.737282625507305,96.24072510330123
conditional_regime_residual,0.9,Global,Overall_All_Folds,1096,0.9023722627737226,0.0023722627737226,67.65506237158434,53.33825812950503,84.88425314273148
conditional_regime_residual,0.9,Year,2022,365,0.8958904109589041,-0.004109589041095929,69.51401964969953,53.33825812950503,88.93553585879411
conditional_regime_residual,0.9,Year,2023,365,0.9232876712328767,0.023287671232876672,70.51431534234712,53.33825812950503,81.66451482322695
conditional_regime_residual,0.9,Year,2024,366,0.8879781420765027,-0.012021857923497303,62.94974340753935,53.2688623594582,84.05498072539896
conditional_regime_residual,0.9,Season,Winter,271,0.915129151291513,0.015129151291512932,92.8121685386377,89.3381593517864,111.15235884566626
conditional_regime_residual,0.9,Season,Summer,276,0.9202898550724637,0.020289855072463725,59.874793816446115,53.33825812950502,69.52472734419311
conditional_regime_residual,0.9,Season,Monsoon,366,0.9016393442622951,0.0016393442622950616,43.509754962322894,35.838091508063485,54.81061612543989
conditional_regime_residual,0.9,Season,Post-Monsoon,183,0.8579234972677595,-0.042076502732240506,90.42534030457,89.33815935178639,129.2969505374309
conditional_regime_residual,0.9,Pollution_Regime,Low,245,0.889795918367347,-0.010204081632653073,35.53416370737558,35.38405302532851,48.68034784282937
conditional_regime_residual,0.9,Pollution_Regime,Moderate,330,0.8878787878787879,-0.012121212121212088,53.314705625731555,53.33825812950502,68.21522748882182
