date,group_a,group_b,effect_a,effect_b,effect_combined_ab,interaction_value,non_additive_flag
2024-05-09,wind_ventilation,meteorology,4.263256414560601e-14,1.838468515391213,1.838468515391213,-4.263256414560601e-14,False
2024-05-10,wind_ventilation,meteorology,1.4210854715202004e-14,2.0078711888968,2.007871188896786,-2.842170943040401e-14,False
2024-05-11,wind_ventilation,meteorology,0.05480879886019352,1.7394224635981743,1.898368891024404,0.10413762856603626,False
2024-05-12,wind_ventilation,meteorology,1.4210854715202004e-14,1.8134314055867407,1.8134314055867407,-1.4210854715202004e-14,False
2024-05-13,wind_ventilation,meteorology,0.06916540404043303,1.9152370438800546,1.9844024479204734,-1.4210854715202004e-14,False
2024-05-14,wind_ventilation,meteorology,0.3140432781365803,2.116847133360963,2.3928160067356288,-0.03807440476191459,False
2024-05-15,wind_ventilation,meteorology,4.263256414560601e-14,2.078772728599091,2.078772728599077,-5.684341886080802e-14,False
2024-05-16,wind_ventilation,meteorology,1.4210854715202004e-14,1.9615111293435774,1.9615111293435774,-1.4210854715202004e-14,False
2024-05-17,wind_ventilation,meteorology,0.23998774096953923,1.9831281839836095,2.18504152019122,-0.038074404761928804,False
2024-05-18,wind_ventilation,meteorology,0.34157817823752623,1.9122252674292497,2.2157290409048613,-0.03807440476191459,False
2024-05-19,wind_ventilation,meteorology,0.023487779119307106,1.8757246205961309,1.8992123997153811,-5.684341886080802e-14,False
2024-05-20,wind_ventilation,meteorology,0.0523965371352233,1.946651201118101,2.0258505365893598,0.026802798336035494,False
2024-05-21,wind_ventilation,meteorology,0.38248462122678006,1.9170675371393031,2.28828055194019,-0.01127160642589331,False
2024-05-22,wind_ventilation,meteorology,0.0523965371352233,1.9400522494531316,2.019251584924376,0.026802798336021283,False
2024-05-23,wind_ventilation,meteorology,0.023487779119278684,1.9463997266026922,1.9698875057219283,-4.263256414560601e-14,False
2024-05-24,wind_ventilation,meteorology,-0.024938293094777464,1.9756501090318892,2.054849444503148,0.10413762856603626,False
2024-05-25,wind_ventilation,meteorology,-0.04842607221404194,1.7414583054525394,1.7971698618045195,0.10413762856602204,False
2024-05-26,wind_ventilation,meteorology,1.4210854715202004e-14,1.9441485677312613,1.9441485677312471,-2.842170943040401e-14,False
2024-05-27,wind_ventilation,meteorology,0.028908758015973035,1.9862288004814417,2.041940356833422,0.026802798336007072,False
2024-05-28,wind_ventilation,meteorology,0.028908758015944613,1.9620149455315499,2.01772650188353,0.026802798336035494,False
2024-05-29,wind_ventilation,meteorology,1.4210854715202004e-14,1.9708812970885248,1.9708812970885248,-1.4210854715202004e-14,False
2024-05-30,wind_ventilation,meteorology,2.842170943040401e-14,2.1101552840166278,2.1101552840166278,-2.842170943040401e-14,False
2024-05-31,wind_ventilation,meteorology,0.14755207070707854,2.046454571815943,2.1940066425230214,0.0,False
2024-06-01,wind_ventilation,meteorology,-0.04842607221405615,1.86674366852246,1.9224552248744402,0.10413762856603626,False
2024-06-02,wind_ventilation,meteorology,0.34944738358936434,1.9234885150443404,2.338999122437812,0.06606322380410745,False
2024-06-03,wind_ventilation,meteorology,0.028908758015958824,2.0334814229791647,2.089192979331145,0.026802798336021283,False
2024-06-04,wind_ventilation,meteorology,1.4210854715202004e-14,2.2238009188879744,2.22380091888796,-2.842170943040401e-14,False
2024-06-05,wind_ventilation,meteorology,1.4210854715202004e-14,2.0653757980882403,2.0653757980882403,-1.4210854715202004e-14,False
2024-06-06,wind_ventilation,meteorology,0.17646082872302316,2.101344208776311,2.304607835835384,0.026802798336049705,False
2024-06-07,wind_ventilation,meteorology,-0.04842607221405615,2.1196632903218955,2.1753748466738756,0.10413762856603626,False
2024-06-08,wind_ventilation,meteorology,2.842170943040401e-14,2.0256548039052973,2.025654803905269,-5.684341886080802e-14,False
2024-06-09,wind_ventilation,meteorology,0.028908758015958824,2.0117465374484738,2.067458093800454,0.026802798336021283,False
