trial_number,model_name,feature_set,val_mae,val_rmse,val_r2,params
0,Ridge,set_b_pm25_history,26.8683,35.6515,0.7695,{'alpha': 0.1767016940294795}
1,Ridge,set_b_pm25_history,25.6523,34.303,0.7866,{'alpha': 506.1576888752306}
2,Ridge,set_b_pm25_history,25.445,34.0115,0.7902,{'alpha': 24.658329458549105}
3,Ridge,set_b_pm25_history,26.3627,35.0288,0.7774,{'alpha': 3.907967156822881}
4,Ridge,set_b_pm25_history,27.2177,35.8438,0.767,{'alpha': 0.008632008168602538}
5,Ridge,set_b_pm25_history,27.2177,35.8438,0.767,{'alpha': 0.008629132190071854}
6,Ridge,set_b_pm25_history,27.3097,35.9182,0.766,{'alpha': 0.002231010801867922}
7,Ridge,set_b_pm25_history,25.4223,33.9225,0.7913,{'alpha': 157.41890047456639}
8,Ridge,set_b_pm25_history,26.3479,35.0091,0.7777,{'alpha': 4.0428727350273315}
9,Ridge,set_b_pm25_history,25.5725,34.1358,0.7886,{'alpha': 17.71884735480682}
10,Ridge,set_b_pm25_history,25.7306,34.4852,0.7843,{'alpha': 657.6274461218085}
11,Ridge,set_b_pm25_history,25.366,33.9105,0.7914,{'alpha': 38.05031869993618}
12,Ridge,set_b_pm25_history,25.3643,33.8871,0.7917,{'alpha': 45.46665905866702}
13,Ridge,set_b_pm25_history,26.7968,35.6061,0.77,{'alpha': 0.6006748547666598}
14,Ridge,set_b_pm25_history,25.3603,33.8685,0.7919,{'alpha': 58.71313058671541}
15,Ridge,set_b_pm25_history,25.393,33.8734,0.7919,{'alpha': 97.25427596337762}
16,Ridge,set_b_pm25_history,26.4129,35.092,0.7766,{'alpha': 3.4917703034879057}
17,Ridge,set_b_pm25_history,26.818,35.6267,0.7698,{'alpha': 0.4135259984073516}
18,Ridge,set_b_pm25_history,25.4107,33.8988,0.7916,{'alpha': 131.22325953323067}
19,Ridge,set_b_pm25_history,26.0488,34.6409,0.7823,{'alpha': 7.282431692574398}
20,Ridge,set_b_pm25_history,26.7477,35.5404,0.7709,{'alpha': 1.015879694942566}
21,Ridge,set_b_pm25_history,25.3699,33.9266,0.7912,{'alpha': 34.675434109591336}
22,Ridge,set_b_pm25_history,25.362,33.8667,0.792,{'alpha': 61.607024857549845}
23,Ridge,set_b_pm25_history,25.44,33.9655,0.7907,{'alpha': 200.92517198511644}
24,Ridge,set_b_pm25_history,25.8395,34.8089,0.7802,{'alpha': 906.6658485628808}
25,Ridge,set_b_pm25_history,25.3624,33.8664,0.792,{'alpha': 62.17215241312639}
26,Ridge,set_b_pm25_history,25.695,34.2575,0.7871,{'alpha': 13.78296140671225}
27,Ridge,set_b_pm25_history,25.3902,33.8712,0.7919,{'alpha': 93.27114947500999}
28,Ridge,set_b_pm25_history,25.5179,34.078,0.7894,{'alpha': 306.90297772647745}
29,Ridge,set_b_pm25_history,26.9549,35.6832,0.769,{'alpha': 0.09242875824223319}
30,Ridge,set_b_pm25_history,25.979,34.5587,0.7834,{'alpha': 8.279783116331034}
31,Ridge,set_b_pm25_history,25.3613,33.8711,0.7919,{'alpha': 55.592318818144214}
32,Ridge,set_b_pm25_history,25.3708,33.8645,0.792,{'alpha': 73.88542045640173}
33,Ridge,set_b_pm25_history,25.5429,34.1111,0.7889,{'alpha': 337.08525678321416}
34,Ridge,set_b_pm25_history,26.6739,35.435,0.7722,{'alpha': 1.5716732951032935}
35,Ridge,set_b_pm25_history,25.4872,34.0482,0.7897,{'alpha': 22.090802933131425}
36,Ridge,set_b_pm25_history,25.3603,33.8688,0.7919,{'alpha': 58.235486923668084}
37,Ridge,set_b_pm25_history,25.8643,34.429,0.785,{'alpha': 10.196465718271408}
38,Ridge,set_b_pm25_history,25.5356,34.1009,0.7891,{'alpha': 327.85004873959423}
39,Ridge,set_b_pm25_history,26.4409,35.127,0.7762,{'alpha': 3.2724006628483453}
40,Ridge,set_b_pm25_history,25.4402,34.0072,0.7902,{'alpha': 25.003161660138783}
41,Ridge,set_b_pm25_history,25.3615,33.867,0.792,{'alpha': 61.02042179134666}
42,Ridge,set_b_pm25_history,25.4362,33.9578,0.7908,{'alpha': 193.37359968547776}
43,Ridge,set_b_pm25_history,25.3618,33.8726,0.7919,{'alpha': 54.18319971086599}
44,Ridge,set_b_pm25_history,25.5686,34.1315,0.7887,{'alpha': 17.894905875681452}
45,Ridge,set_b_pm25_history,25.3662,33.9115,0.7914,{'alpha': 37.81483753328063}
46,Ridge,set_b_pm25_history,25.7092,34.4348,0.7849,{'alpha': 616.6191306883361}
47,Ridge,set_b_pm25_history,25.419,33.9142,0.7914,{'alpha': 148.46128818288602}
48,Ridge,set_b_pm25_history,25.9967,34.579,0.7831,{'alpha': 8.01909760536915}
49,Ridge,set_b_pm25_history,27.1513,35.7964,0.7676,{'alpha': 0.018305288115353285}
0,ElasticNet,set_b_pm25_history,26.7682,35.5448,0.7708,"{'alpha': 0.017670169402947963, 'l1_ratio': 0.9507143064099162}"
1,ElasticNet,set_b_pm25_history,25.5598,34.2517,0.7872,"{'alpha': 2.465832945854912, 'l1_ratio': 0.5986584841970366}"
2,ElasticNet,set_b_pm25_history,26.8333,35.6364,0.7697,"{'alpha': 0.0008632008168602544, 'l1_ratio': 0.15599452033620265}"
3,ElasticNet,set_b_pm25_history,27.11,35.7484,0.7682,"{'alpha': 0.00022310108018679258, 'l1_ratio': 0.8661761457749352}"
4,ElasticNet,set_b_pm25_history,25.3682,33.9334,0.7911,"{'alpha': 0.4042872735027334, 'l1_ratio': 0.7080725777960455}"
5,ElasticNet,set_b_pm25_history,27.1288,35.7191,0.7686,"{'alpha': 0.00013289448722869195, 'l1_ratio': 0.9699098521619943}"
6,ElasticNet,set_b_pm25_history,27.424,38.67,0.7288,"{'alpha': 9.877700294007917, 'l1_ratio': 0.21233911067827616}"
7,ElasticNet,set_b_pm25_history,26.8211,35.6312,0.7697,"{'alpha': 0.0012329623163659848, 'l1_ratio': 0.18340450985343382}"
8,ElasticNet,set_b_pm25_history,26.7208,35.5003,0.7714,"{'alpha': 0.006690421166498805, 'l1_ratio': 0.5247564316322378}"
9,ElasticNet,set_b_pm25_history,25.8564,34.4217,0.7851,"{'alpha': 0.039054412752107935, 'l1_ratio': 0.2912291401980419}"
10,ElasticNet,set_b_pm25_history,25.4258,33.9343,0.7911,"{'alpha': 0.4668766459170668, 'l1_ratio': 0.0059971829558171375}"
11,ElasticNet,set_b_pm25_history,25.41,33.8984,0.7916,"{'alpha': 0.35958183785922077, 'l1_ratio': 0.012406500704542616}"
12,ElasticNet,set_b_pm25_history,25.3543,33.9143,0.7914,"{'alpha': 0.30532590086663847, 'l1_ratio': 0.6814215464087784}"
13,ElasticNet,set_b_pm25_history,34.838,50.0005,0.5465,"{'alpha': 37.34425321270596, 'l1_ratio': 0.695782079171106}"
14,ElasticNet,set_b_pm25_history,25.4645,34.0619,0.7896,"{'alpha': 0.1929076481934829, 'l1_ratio': 0.7384055447250208}"
15,ElasticNet,set_b_pm25_history,25.6003,34.2716,0.787,"{'alpha': 2.043065512505604, 'l1_ratio': 0.43994920452828246}"
16,ElasticNet,set_b_pm25_history,26.1465,34.7515,0.781,"{'alpha': 0.05943845587123166, 'l1_ratio': 0.7510724851660708}"
17,ElasticNet,set_b_pm25_history,25.5826,34.2316,0.7875,"{'alpha': 1.8565839107189404, 'l1_ratio': 0.41968803580493863}"
18,ElasticNet,set_b_pm25_history,43.3538,60.7092,0.3315,"{'alpha': 63.585209892620725, 'l1_ratio': 0.6239792541543143}"
19,ElasticNet,set_b_pm25_history,25.9974,34.5912,0.783,"{'alpha': 0.12130878778521823, 'l1_ratio': 0.8607870619307544}"
20,ElasticNet,set_b_pm25_history,26.7736,35.5714,0.7705,"{'alpha': 0.009133960356344669, 'l1_ratio': 0.8207278670698244}"
21,ElasticNet,set_b_pm25_history,25.4115,33.9185,0.7913,"{'alpha': 0.451276980235336, 'l1_ratio': 0.35339613832696065}"
22,ElasticNet,set_b_pm25_history,25.4414,33.9714,0.7907,"{'alpha': 0.5832539269886834, 'l1_ratio': 0.03358588493447212}"
23,ElasticNet,set_b_pm25_history,25.8226,34.8975,0.7791,"{'alpha': 4.28131815564216, 'l1_ratio': 0.5165534355936447}"
24,ElasticNet,set_b_pm25_history,26.9687,37.6121,0.7434,"{'alpha': 12.077491495127898, 'l1_ratio': 0.6608557252922864}"
25,ElasticNet,set_b_pm25_history,25.3702,33.9361,0.7911,"{'alpha': 0.17770972659941614, 'l1_ratio': 0.5311669148457909}"
26,ElasticNet,set_b_pm25_history,25.5951,34.1633,0.7883,"{'alpha': 0.09580319182301528, 'l1_ratio': 0.5584301208891039}"
27,ElasticNet,set_b_pm25_history,26.2319,34.8579,0.7796,"{'alpha': 0.025452814834808844, 'l1_ratio': 0.46140483948688765}"
28,ElasticNet,set_b_pm25_history,25.3791,33.9844,0.7905,"{'alpha': 1.4869955716142615, 'l1_ratio': 0.7843479069008683}"
29,ElasticNet,set_b_pm25_history,26.7732,35.5656,0.7706,"{'alpha': 0.012156397399704479, 'l1_ratio': 0.886160959812581}"
30,ElasticNet,set_b_pm25_history,26.7979,35.602,0.7701,"{'alpha': 0.004426520399240111, 'l1_ratio': 0.684189638468053}"
31,ElasticNet,set_b_pm25_history,25.3932,33.9883,0.7905,"{'alpha': 1.067786013594691, 'l1_ratio': 0.7899656885313329}"
32,ElasticNet,set_b_pm25_history,25.3854,33.9639,0.7908,"{'alpha': 0.18242772624783554, 'l1_ratio': 0.6053642453228044}"
33,ElasticNet,set_b_pm25_history,25.731,34.8051,0.7803,"{'alpha': 5.655504581707283, 'l1_ratio': 0.7570185863155205}"
34,ElasticNet,set_b_pm25_history,25.3163,33.9995,0.7903,"{'alpha': 0.9113792287616238, 'l1_ratio': 0.9264140843800462}"
35,ElasticNet,set_b_pm25_history,25.814,34.4213,0.7851,"{'alpha': 0.22402563493998637, 'l1_ratio': 0.9139216835083074}"
36,ElasticNet,set_b_pm25_history,25.316,34.0991,0.7891,"{'alpha': 0.9307716926836127, 'l1_ratio': 0.977266465595078}"
37,ElasticNet,set_b_pm25_history,25.3221,33.9945,0.7904,"{'alpha': 0.8548578464442173, 'l1_ratio': 0.9180442667377292}"
38,ElasticNet,set_b_pm25_history,27.7337,39.0342,0.7236,"{'alpha': 23.336116712100125, 'l1_ratio': 0.9925136275681612}"
39,ElasticNet,set_b_pm25_history,25.3216,33.9934,0.7904,"{'alpha': 0.9195926151296475, 'l1_ratio': 0.9156150585396404}"
40,ElasticNet,set_b_pm25_history,25.3079,34.0074,0.7902,"{'alpha': 0.994612570063877, 'l1_ratio': 0.9363218378027587}"
41,ElasticNet,set_b_pm25_history,25.3114,34.0,0.7903,"{'alpha': 0.9981914275807586, 'l1_ratio': 0.9298199692820741}"
42,ElasticNet,set_b_pm25_history,25.2983,34.1734,0.7882,"{'alpha': 3.2824806094894443, 'l1_ratio': 0.944895022398361}"
43,ElasticNet,set_b_pm25_history,25.2424,34.1366,0.7886,"{'alpha': 3.347864877038082, 'l1_ratio': 0.9650328873984476}"
44,ElasticNet,set_b_pm25_history,25.2268,34.1529,0.7884,"{'alpha': 3.6720022812982656, 'l1_ratio': 0.9704890866161351}"
45,ElasticNet,set_b_pm25_history,25.5295,34.3939,0.7854,"{'alpha': 4.695627939582185, 'l1_ratio': 0.8451214180674282}"
46,ElasticNet,set_b_pm25_history,25.8419,35.3676,0.7731,"{'alpha': 10.499192773283248, 'l1_ratio': 0.9542081991312839}"
47,ElasticNet,set_b_pm25_history,25.387,34.1517,0.7884,"{'alpha': 3.4230716362115863, 'l1_ratio': 0.8721858537133458}"
48,ElasticNet,set_b_pm25_history,26.2027,36.4216,0.7594,"{'alpha': 15.941472060644923, 'l1_ratio': 0.9912489614107174}"
49,ElasticNet,set_b_pm25_history,25.6566,34.6638,0.7821,"{'alpha': 5.768147621678112, 'l1_ratio': 0.8232195099519898}"
0,Random Forest,set_b_pm25_history,25.7637,34.0596,0.7896,"{'n_estimators': 400, 'max_depth': 8, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
1,Random Forest,set_b_pm25_history,25.8663,34.3686,0.7858,"{'n_estimators': 200, 'max_depth': 8, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features_type': 'float', 'max_features_float': 0.7329770563201687}"
2,Random Forest,set_b_pm25_history,25.4826,33.3872,0.7978,"{'n_estimators': 300, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'sqrt'}"
3,Random Forest,set_b_pm25_history,25.9256,34.7184,0.7814,"{'n_estimators': 400, 'max_depth': 7, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features_type': 'float', 'max_features_float': 0.7140703845572055}"
4,Random Forest,set_b_pm25_history,25.6717,33.8766,0.7918,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features_type': 'sqrt'}"
5,Random Forest,set_b_pm25_history,25.7374,33.8442,0.7922,"{'n_estimators': 200, 'max_depth': 8, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
6,Random Forest,set_b_pm25_history,25.8211,34.2653,0.787,"{'n_estimators': 600, 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features_type': 'float', 'max_features_float': 0.5035119926400068}"
7,Random Forest,set_b_pm25_history,25.7034,33.9527,0.7909,"{'n_estimators': 600, 'max_depth': 5, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features_type': 'float', 'max_features_float': 0.7100531293444459}"
8,Random Forest,set_b_pm25_history,25.4794,33.6139,0.7951,"{'n_estimators': 800, 'max_depth': 8, 'min_samples_split': 14, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.41809091556421524}"
9,Random Forest,set_b_pm25_history,25.4066,33.3052,0.7988,"{'n_estimators': 400, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
10,Random Forest,set_b_pm25_history,25.5885,33.5412,0.7959,"{'n_estimators': 800, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features_type': 'sqrt'}"
11,Random Forest,set_b_pm25_history,25.5591,33.7025,0.794,"{'n_estimators': 800, 'max_depth': 6, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.4113913164559886}"
12,Random Forest,set_b_pm25_history,25.5947,33.5923,0.7953,"{'n_estimators': 600, 'max_depth': 5, 'min_samples_split': 19, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
13,Random Forest,set_b_pm25_history,25.6245,33.768,0.7932,"{'n_estimators': 700, 'max_depth': 7, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features_type': 'float', 'max_features_float': 0.5918678326754204}"
14,Random Forest,set_b_pm25_history,25.7025,34.0194,0.7901,"{'n_estimators': 500, 'max_depth': 7, 'min_samples_split': 17, 'min_samples_leaf': 6, 'max_features_type': 'float', 'max_features_float': 0.5856463716102747}"
15,Random Forest,set_b_pm25_history,25.4735,33.4775,0.7967,"{'n_estimators': 700, 'max_depth': 5, 'min_samples_split': 12, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
16,Random Forest,set_b_pm25_history,25.4844,33.4354,0.7972,"{'n_estimators': 500, 'max_depth': 5, 'min_samples_split': 12, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
17,Random Forest,set_b_pm25_history,25.6046,33.7655,0.7932,"{'n_estimators': 700, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
18,Random Forest,set_b_pm25_history,25.6329,33.6462,0.7947,"{'n_estimators': 500, 'max_depth': 4, 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features_type': 'sqrt'}"
19,Random Forest,set_b_pm25_history,25.4735,33.4775,0.7967,"{'n_estimators': 700, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
20,Random Forest,set_b_pm25_history,25.7809,33.983,0.7905,"{'n_estimators': 400, 'max_depth': 6, 'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features_type': 'sqrt'}"
21,Random Forest,set_b_pm25_history,25.4735,33.4775,0.7967,"{'n_estimators': 700, 'max_depth': 5, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features_type': 'sqrt'}"
